Profile Text,Link,Name,Designation,Department
"Proud NIET faculty member: Committed to providing top-notch education with highly qualified and passionate instructors. Impressive course variety empowers students to pursue dreams without compromising career choices. NIET stands out as an outstanding institution, uniquely contributing to education, training, and supporting the community and India's economy.",https://www.niet.co.in/faculty/amit-kumar-yadav,Mr. Amit Kumar Yadav,Assistant Professor,Electronics & Communication Engineering
"I am currently serving as an Assistant Professor at Noida Institute of Engineering and Technology (NIET) in Greater Noida, Uttar Pradesh, India. I completed my B.Tech in ‘Information Technology’ at Women's Institute of Technology in Bihar. Subsequently, I pursued my ‘Master's degree (M.Tech)’ in Information Technology at Birla Institute of Technology, Mesra, Jharkhand. Currently, I am engaged in pursuing my Ph.D. at NIT Jamshedpur in the Department of Computer Science and Engineering.  

With a solid academic foundation, my journey in academia has been marked by a dedication to fostering innovation and critical thinking among my students. In my role as an Assistant Professor, I am responsible for teaching a variety of courses, including Discrete Structures, Algorithm Design, Database Management System, Design Pattern, and Automata Theory. I am committed to imparting practical skills to students through Value Added Programs 

My expertise lies in Artificial Intelligence, Information Security, Machine Learning, Blockchain in healthcare where I actively engage students in cutting-edge research and real-world applications. I believe in creating an environment that encourages curiosity and hands-on learning, preparing students for the challenges and opportunities in the ever-evolving field of engineering. 

To stay at the forefront of engineering education, I actively participate in conferences, workshops, and industry collaborations. Continuous learning is a principle I instill in my students, and I lead by example in embracing emerging technologies and methodologies. Additionally, I have actively participated in numerous Faculty Development Programs (FDPs) and workshops. 

I take pride in mentoring aspiring engineers, guiding them towards academic and professional success. Collaborative projects and interdisciplinary initiatives are integral to my teaching philosophy, preparing students for the interdisciplinary nature of modern engineering challenges.",https://www.niet.co.in/faculty/sabnam-firdaush,Ms. Sabnam Firdaush,Assistant Professor,Artificial Intelligence
"I ,shivani sharma currently working as an Assistant Professor in CSE Department at NIET Greater Noida. I have done my B.Tech in Computer Science and Engineering from RCVGIT and M.Tech in Computer Science and Engineering from SRM University ,Modinagar. With a total of five years of experience, my expertise spans across IoT, Image Processing ,Computer Vision. I've published over 7 research papers,. I'm dedicated to sharing my knowledge and experience with the next generation and contributing to the ever-evolving field of technology and research.",https://www.niet.co.in/faculty/shivani-sharma,Ms. Shivani Sharma,Assistant Professor,Computer Science & Engineering
"Ms. Ibtesaam Rais earned her B.Tech. degree in Computer Science and Engineering with distinction from Mohammad Ali Jauhar University, Rampur, in 2018, where she was honored with a Gold Medal.

Subsequently, she obtained her M.Tech. degree in Computer Engineering from Jamia Millia Islamia, New Delhi, in 2021. With a commendable year of experience in teaching, her expertise spans across areas such as Machine Learning, Deep Learning, Soft Computing, and Optimization. Notably, Ms. Rais has successfully qualified in GATE examination in 2019 and 2021, and UGC-NET examination in 2020, 2021, and 2022.",https://www.niet.co.in/faculty/ibtesaam-rais,Ms. Ibtesaam Rais,Assistant Professor,Internet of Things (IoT)
"MR. Ashish Diwakar has obtained B.com from Sri Aurobindo college Delhi University and MBA in finance and international business from Guru Gobind Singh Indraprastha University. He has also worked with prudence consulting for two years as a financial consultant. With an impressive track record in innovation and research, he has four patents and papers published in international conference. Recently he has published a book on financial management.",https://www.niet.co.in/faculty/ashish-diwakar,Mr. Ashish Diwakar,Assistant Professor,Master of Business Administration (MBA)
"Ms. Rifa Nizam Khan is an Assistant Professor in CSBS Department with B.Tech degree (Computer Science and Engineering) in 2012 from AKTU,Lucknow and M.Tech (Computer Science ) in 2016 from AKTU,Lucknow and Pursuing Ph.D (Computer Engineering) from Jamia Millia Islamia.

She has approximately 7 years of teaching experience. Shri Ram Murti Smarak College of Engineering and Technology, Bareilly, Greater Noida Institute of Technology, Greater Noida.",https://www.niet.co.in/faculty/rifa-nizam-khan,Ms. Rifa Nizam Khan,Assistant Professor,Computer Science and Business Systems
"Mr. Ajay Kumar is an Asst. Professor in Mechanical Engineering Dept. NIET Greater Noida.

He has 12 year of teaching experience. He did his B.Tech. from WBUT Kolkata & M.Tech from NIFFT Ranchi. His areas of interest include Manufacturing Engineering.",https://www.niet.co.in/faculty/ajaykumar,Mr. Ajay Kumar,Assistant Professor,Mechanical Engineering
"Ms. Ruchika is an Assistant Professor in the AI at NIET, holding a Master's degree in Artificial Intelligence. With a solid academic foundation, they bring 1.5 years of teaching experience, contributing to the intellectual growth of students. Additionally, their 6-month training experience in industry reflects a practical understanding of applications. Driven by a passion for advancing AI knowledge, they continue to bridge academia and industry, fostering a holistic learning environment.",https://www.niet.co.in/faculty/ruchika,Ms. Ruchika,Assistant Professor,Artificial Intelligence
"Education

P.hD.

MA

(Lit. & Ling.)

BA(H) English

BA(H) Eng",https://www.niet.co.in/faculty/ghazala-naaz,Dr. Ghazala Naaz,"Professor and Head, Department of English, NIET",Humanities & Applied Sciences
"Dr. Ritesh Kumar Singh is a prolific writer and multi-disciplinary researcher. He is a  UGC NET (English ) qualified, Assistant Professor, and has done his Ph.D. from Mahatma Gandhi Central University, East Champaran.  Intending to establish 'Refugee Literature' and ""Concept(s) of Duality"" as a true and distinct genre and niche study. He has published 6 Research Papers in high-impact factor National and International journals and has three books to his credit. He has been teaching communicative English, research methods, and advanced English for the past one year. Dr. Singh is currently working at NIET, Gr Noida, as an Assistant Professor, in the department of Languages.",https://www.niet.co.in/faculty/assi-prof-ritesh-kumar-singh,Dr. Ritesh Kumar Singh,Assistant Professor,Humanities & Applied Sciences
"Ms. Parul Goel is working as an assistant professor in NIET, Greater Noida since 2022. She has cleared UGC-NET examination.

She has obtained M.Tech degree in computer science with specialisation of computer networking from Maharshi Dayanad University. She has published 3 research paper in international journal and has various certifications in Python, javascript, html. Her research field areas include image processing, Artificial intelligence.",https://www.niet.co.in/faculty/parul-goel,Ms. Parul Goel,Assistant Professor,Computer Science & Engineering
"Education

M.Tech",https://www.niet.co.in/faculty/jitendra-kumar,Mr. Jitendra Kumar,Assistant Professor,Mechanical Engineering
"Ms. Jyoti Rani is working as an Assistant Professor in the department of Artificial Intelligence and Machine Learning at NIET, Greater Noida from last one and a half years. She has completed her masters from AKGEC Ghaziabad with specialization in Computer Science and Engineering. She has also worked at S. S. Rana & Co., IP & Corporate Law Firm, New Delhi (under TIFAC) as Patent Associate for a period of 12 months in the field of Patents, her exposure to the industry contributes significantly in the growth of the students.",https://www.niet.co.in/faculty/jyoti-rani,Ms. Jyoti Rani,Assistant Professor,Not Defined
"Dr. Richa Mittal is working as an Assistant Professor in Department of Biotechnology, NIET. She has a total experience of around 2.5 years in teaching, 2.5 years in quality educational content, and 6.5 years in research field of biotechnology.

Dr. Richa has completed her Ph.D. in Biotechnology from University Institute of Engineering and Technology, Kurukshetra University, Kurukshetra. She has published 6 research articles and 1 review articles in SCI journals. Dr. Richa has qualified NET-CSIR-JRF (2011) for Junior Research fellowship and Lectureship (NET) and secured 48 rank in the subject Life Sciences under CSIR Fellowship Scheme, December 18, 2011, ICMR JRF examination as JRF in ICMR funded Research Projects/Scheme, July 18, 2010 and GATE 2011 Biotechnology with a percentile of 96. She has supervised 2 PG students project. Her area of interest includes Environmental Biotechnologyand its application, microbiology.",https://www.niet.co.in/faculty/richa-mittal,Dr. Richa Mittal,Assistant Professor,Biotechnology
"Prof. Menka Sharma is a well-established Academician, has extensive experience of 14 + years.

Prof. Sharma is currently associated with School of Management at NIET, Greater Noida. Prof. Sharma has also been associated with IIT Bombay, on the IITBx platform as an Associate faculty from 2017. She had been Top performer of FDP on Mentoring Educators in Educational Technology from 17 May to 27 June 2018 by IIT Bombay; invited by IIT Bombay and Kyoto University to run a course on their portal in current semester based on TEEL( Technology- enhanced and Evidence-based Education) system.She is pursuing Ph.D from Sharda University, Greater Noida. She has three publications to her credit.",https://www.niet.co.in/faculty/menka-sharma,Ms. Menka Sharma,Assistant Professor,Master of Business Administration (MBA)
"Purnima Pal works as an Assistant Professor in the Department of Electronics and Communication at the Noida Institute of Engineering & Technology (NIET), Greater Noida. She is pursuing a Ph.D. in Biomedical Signal Processing from Kamla Nehru Institute of Technology, Sultanpur.

She has teaching and research experience of m5 years. She received her B.Tech in electronics and communication from AKTU, Lucknow, and her M.Tech degree in Communication Engineering from KNIT Sultanpur. Her area of interest includes Biomedical signal; Processing, Deep Learning, Artificial Intelligence, and Communication Engineering.",https://www.niet.co.in/faculty/purnima-pal,Ms. Purnima Pal,Assistant Professor,Electronics & Communication Engineering
"I am working as an assistant professor in NIET, Greater noida since 2020,currently pursuing Ph.D. from department of computer science & engineering, MMMUT, Gorakhpur, UP, obtained his M.Tech(CSE) degree from MMMUT Gorakhpur, Uttar Pradesh and B.Tech(IT) degree from Galgotias College of Engineering & Technology, Greater Noida ,UP. My research field areas include Blockchain, Real-Time Databases.",https://www.niet.co.in/faculty/ritesh-kumar-singh,Mr. Ritesh Kumar Singh,Assistant Professor,Computer Science & Engineering
"Sharad Ray is an Assistant Professor in the Department of the Languages, Noida Institute of Engineering and Technology (NIET). He is pursuing his Ph.D. in English Literature at Patna University. His topic of research is TIBETAN REFUGEE EXPERIENCE: ECO-CRITICAL STUDY OF THEIR CHANGED ECOLOGY IN THE SELECT NOVELS AND MEMOIRS. He has attended several seminars and conferences, both national and international. He has completed his post-graduation in English literature from Hansraj College, University of Delhi and graduation in English literature from Banaras Hindu University.",https://www.niet.co.in/faculty/sharad-ray,Mr. Sharad Ray,Assistant Professor,Humanities & Applied Sciences
"Dr Zeba Mehdi Naqvi is currently an Assistant Professor of English at Noida Institute of Engineering and Technology, Greater Noida, India, where she is involved in teaching professional/business English to the students of Engineering, Computer Application and Management. Earlier, she worked as an Assistant Professor at Indraprastha Engineering College, Ghaziabad. She also taught at Amity University for a year as a Teacher Assistant while pursuing her PhD.

Dr Naqvi completed Ph.D. in English at Amity University Noida. She is a graduate in from the MD University, Rohtak; has a master’s degree and an M. Phil in in English from Jamia Millia Islamia.

Dr Naqvi has total 24 research papers published in International and National Journals of repute including SCOPUS Listed journals. He has also authored several book chapters, reviews, working papers, etc.",https://www.niet.co.in/faculty/zeba-mehdi-naqvi,Dr. Zeba Mehdi Naqvi,Assistant Professor,Humanities & Applied Sciences
"Education

JLPT N3 B.Com",https://www.niet.co.in/faculty/rajat-juneja,Mr. Rajat Juneja,Assistant Professor,Humanities & Applied Sciences
"Ms. Sonia Arora , Deputy Head of the AIML department with M.tech in CSE. She is Pursuing her doctorate in the field of AI & ML. She is in teaching profession for more than 13 years. She is the active member of IEEE. Sonia is a prolific researcher with approximately 8 published papers and 4 book chapter in esteemed journals, indexed by Scopus, IEEE, Springer. Beyond her research contributions, Sonia's innovative spirit shines through her portfolio of around 8 patents . Her work exemplifies her dedication to advancing AIML .Her areas of interest include image processing, machine learning, artificial intelligence, Automata Theory and Algorithm Design.",https://www.niet.co.in/faculty/dy-head-sonia-arora,Ms. Sonia Arora,Assistant Professor and Dy. Head,Assistant Professor and Dy. Head
"Abdhesh Kumar is currently an Assistant Professor in the Mechanical Engineering Department at Noida Institute of Engineering and Technology, Greater Noida .

He has 15 years of teaching experience.He obtained his B.Tech Degree from U.P.T.U. Lucknow and M. Tech. Degree from A. K. T.U. Lucknow also presently pursuing PhD in Mechanical Engineering from N.I.T. Patna. His main research areas are of composite materials, FSW, FSP and Friction stir additive manufacturing.",https://www.niet.co.in/faculty/abdhesh-kumar,Mr. Abdhesh Kumar,Assistant Professor,Mechanical Engineering
"I am currently working as an Assistant Professor in Noida Institute of Engineering and Technology (NIET) Greater Noida, UP, India. I have done my Bachelors (B.Tech) in “Computer Science and Engineering” from Jamia Hamdard, Delhi. I pursued Masters (M.Tech) in “Computer Science and Engineering” from Amity University, Noida. I have done my Ph.D. from Jamia Hamdard University in the Department of Computer Science and Engineering. I have published various research articles in well reputed national and international journals and conferences. My research interests include Cloud computing, Artificial Intelligence, Data Security, Machine Learning, Blockchain and Cryptography.

I have 7 papers in journals, out of which 3 are in published SCI, 1 in ESCI, 1 SCIE, 1 Scopus and 1 in UGC indexed Journal. In addition to that I have published 3 book chapters and 9 conference papers.",https://www.niet.co.in/faculty/roshan-jameel,Ms. Roshan Jameel,Assistant Professor,Artificial Intelligence
"Dr. Pooja Tyagi is an associate professor in the department of Languages at NIET, Greater Noida. A Post Graduate in English Literature from CSJM University, Kanpur and a PhD from Kalinga University, Raipur Chhattisgarh. She has more than twenty years of teaching experience. She has been teaching English for Specific Purposes to the engineering, pharmacy, MCA and Management students at various levels. She has an expertise in the field of English Language Teaching, presentation techniques and soft skill training. She trains her students for placement purpose and also coaches them for choosing better career options and to be the responsible citizens of the country.

She is a natural elocutionist, who mentors and guides her students at regular basis and solve their problems easily. A multifaceted talent showcases her personality. She combines the strength of steel with the softness and beauty of a rose-such is her personality. Her never say die attitude has pulled her through rough phase of her life. To her obstacles are ways to show how strong she can be.

She is a qualified Speaking Examiner of the prestigious Cambridge Assessment English (BEC) Examinations. She also heads the Cambridge Assessment English at NIET (An authorized centre). She is an active editor of the ‘edit@NIET’ an initiative to help scholars to get their papers edited on the grounds of language to be published in the journals of repute. She is the co-editor of the book ‘Online classroom: Opportunities and Challenges’ (ISBN: 978-81-910756-9-4) published by InSc Publishing House.

Dr. Tyagi is core member of Board of Studies at NIET, a core member of the program and curriculum designing and development. She is the secretary of Women Grievances and Redressal Cell at NIET and also a coordinating member of women empowerment cell at NIET.",https://www.niet.co.in/faculty/pooja-tyagi-1,Dr. Pooja Tyagi,Associate Professor,Humanities & Applied Sciences
"Mr. Sachin Singh is a well-established Academician and a Research scholar. He has extensive experience of 2+ years.

I have qualified GATE in 2018 with 98.12 percentile. I have qualified UGC Net and JRF both in 2022 in Computer Science. My Research are lies in Theoretical Computer Science with subjects like Automata Theory, Algorithms etc.",https://www.niet.co.in/faculty/sachin-singh,Mr. Sachin Singh,Assistant Professor,Artificial Intelligence
"Educator having more than 15 Years of experience with Specialization in Machine Learning and Deep Learning known for a project oriented mindset, consistently delivering impactful results. Demonstrate a commitment to providing innovative and practical solutions, fostering a learning environment that empowers students in the rapidly evolving field of technology.",https://www.niet.co.in/faculty/atul-pratap-singh,Mr. Atul Pratap Singh,Assistant Professor,Artificial Intelligence
"Ms. Neha Singh is currently an Assistant Professor of English at Noida Institute of Engineering and Technology, Greater Noida, India, where she is involved in teaching professional/business English to the students of Engineering. Earlier, she worked as an Assistant Professor at Chandigarh University, Mohali, Punjab.

Ms. Neha Singh is pursuing her Ph.D. at Binod Bihari Mahto Koyalanchal University, Dhanbad, Jharkhand, India. She is a graduate of Vinoba Bhave University and has a Master’s Degree in English from Binod Bihari Mahto Koyalanchal University, Dhanbad, Jharkhand, India.",https://www.niet.co.in/faculty/neha-singh,Ms. Neha Singh,Assistant Professor,Humanities & Applied Sciences
"Dr. Anuradha Chakraborty possesses over 10 years of extensive experience in leadership role with reputed Media organization where she has significantly contributed in the field of Administration and HR , coupled with an impressive track record of 3 years in academics, focusing on teaching and research. She is currently working with prestigious institute NIET as Assistant Professor. Her area of interest is HR ,OB & Marketing",https://www.niet.co.in/faculty/anuradha-chakraborty,Dr. Anuradha Chakraborty,Assistant Professor,Master of Business Administration (MBA)
"Dr. Dolly Sharma, Ex Lead Scientist and Trainer in Drug Discovery and Cheminformatics, is an experienced researcher specializing in biorelevant small molecules targeting cancer. Her work includes G-quadruplex targeting, tumor glycolysis, metal complexes, DNA origami, and the synthesis of nanoparticles for therapeutic applications. She has expertise in target- and fragment-based drug discovery, biological activity assays, and cancer cell metabolism. With three registered patents and over 10 high-impact publications in international journals, she has made significant contributions to drug design and nanodevices. Her extensive patent experience highlights her innovation in cancer treatment through advanced synthesis techniques and novel drug development strategies.",https://www.niet.co.in/faculty/dolly-sharma,Dr. Dolly Sharma,Assistant Professor,Biotechnology
"Mr. Devendra Pratap is currently pursuing a Ph.D. degree in the field of Image processing at Delhi Technological University, Delhi. He obtained his M.Tech degree in Telecommunication Engineering from AKTU Lucknow in 2014 and his B.Tech degree in Electronics & Communication Engineering from UPTU Lucknow in 2010. In 2017, he successfully qualified for the UGC-NET examination in Electronics Science.Presently, he serves as an Assistant Professor in the Department of Electronics & Communication Engineering at NIET, Greater Noida, India.

With over 12 years of extensive experience in both teaching and research, he has demonstrated a profound commitment to the academic field. His research pursuits primarily revolve around wireless communication and image processing. He has actively participated in more than 30 faculty development programs, training programs and workshops spanning diverse domains.Furthermore, he has made significant contributions to the academic community through the publication of 4 research papers in international journals /conferences and one indian patent.",https://www.niet.co.in/faculty/devendra-pratap,Mr. Devendra Pratap,Assistant Professor,Electronics & Communication Engineering
"I am Mushtaq Ahmad Rather, an Assistant Professor venturing into the dynamic realm of cybersecurity. With a solid academic background, I hold a B.Tech in Computer Science Engineering from the esteemed University of Kashmir, followed by an M.Tech in Cyber Security from Sharda University. These educational pursuits have provided me with a robust foundation to delve into the intricacies of digital security.

In addition to my academic achievements, I have continuously sought to enhance my expertise through various cybersecurity courses offered by reputable platforms such as Coursera. These endeavors have not only expanded my knowledge but have also kept me abreast of the latest developments in the field.

I am proud to share that my contributions to cybersecurity have garnered recognition from esteemed entities like ESET and Inflectra, highlighting my dedication to excellence in this domain. As an Assistant Professor, I am committed to not only furthering my own understanding but also imparting knowledge and inspiring the next generation of cybersecurity professionals.

With a fervent passion for technology and a relentless pursuit of innovation, I endeavor to make meaningful contributions to the cybersecurity community. Together, let us push boundaries and strive for a safer digital future.",https://www.niet.co.in/faculty/mushtaq-ahmad-rather,Mr. Mushtaq Ahmad Rather,Assistant Professor,Internet of Things (IoT)
"Dr. Susmita Paul, an Entrepreneur, Academician and Management Consultant, with PhD in Supply Chain Management from Aligarh Muslim University, PGDM (Operations & Marketing) and BE in Electrical Engineering with more than 26 years of rich diverse experience in Corporate, Plant Operations, Consultancy, and Academic in renowned organizations like Coca Cola India, (HCCBPL), AIMA, IPM-Ghaziabad, JIM-Noida. Dr Susmita is Founder cum Director of M/s Aviors Management Consultancy & Services Pvt Ltd. and M/s 11 Chaa Streets. Her works include Consultancy, Corporate Training & Workshops in National Oil Companies, Multi-national Companies, reputed Manufacturing Companies in India, Middle East, Africa & other countries. Her portfolio includes Recipient of Coca Cola Gold Pin Award for Exemplary Performance in the field of Supply Chain and Energy Management, Technical Coordination & Supervision of commissioning and start-up of new bottling plant (green field project) of capacity 600 bpm at Rourkela, Orissa, Documentation Manager and implementation of EXIM, HACCP, ISO 14000 in HCCBPL Plant in Jorhat, Incharge-Electrical & Instrumentation in Dasna Plant of Coca Cola, India (one of the largest bottling plants in India). She was the Quality Champion and Certified Internal Auditor of HCCBPL, India.",https://www.niet.co.in/faculty/susmita-paul,Dr. Susmita Paul,Assistant Professor,Master of Business Administration (MBA)
"Ishu Varshney, currently working as an Assistant Professor in Computer Science & Engineering Department at Noida Institute of Engineering and Technology, Greater Noida.

She earned her Bachelor's and Master's in Engineering at Shri Ram Murti Smarak College of Engineering and Technology, Bareilly. She has total experience of 5 years including industry experience of 2 years. Her area of expertise includes Adhoc Network, Cyber Security, Computer vision and Image Processing. She has published around 15+ international/national journal research papers. She is a Editorial Board Member in International Journal of Scientific Research in Science, Engineering and Technology.",https://www.niet.co.in/faculty/ishu-varshney,Ms. Ishu Varshney,Assistant Professor,Computer Science & Engineering
"Roshan Kumari is an Assistant Professor in the School of Computer Applications.

She has been working in the teaching field for more than 6 years with a passion for teaching and research. She has completed M. Tech from AKTU, Lucknow. She has been associated with the role of Teacher, Mentor, and guide.",https://www.niet.co.in/faculty/roshan-kumari,Ms. Roshan Kumari,Assistant Professor,Master of Computer Applications (MCA)
"Dr. Piyali Gope is currently an Assistant Professor of English at Noida Institute of Engineering and Technology, Greater Noida, India, where she is involved in teaching professional/business English to the students of Engineering. Earlier, she worked as an Assistant Professor at JSS Academy of Technical Education, Noida.

Dr. Gope completed her P.hD. in English at Amity University Noida. She is a graduate of Dyal Singh College, Delhi University; has a master’s degree in English from Amity University.",https://www.niet.co.in/faculty/piyali-gope,Dr. Piyali Gope,Assistant Professor,Humanities & Applied Sciences
"Dr. Mohd Iftikhar Baig, Assistant Professor, NIET, Greater Noida is a faculty member in the area of Finance. He has prior experience with GNIOT (MBA Institute) Greater Noida and ITM College, Aligarh. He has previously taught subjects like Corporate Finance, Financial Derivatives, Financial Management, Financial accounting and Corporate Governance. Dr. Iftikhar earned his Ph.D. in management from Mizoram University (A Central University) in 2020. His doctoral dissertation investigates Corporate Governance in the automobile sector and its impact on their performance. He holds an M.Phil. and MBA in Finance from Mizoram University and Jamia Hamdard respectively. He also holds B. Com(H) degree from Aligarh Muslim University. His current publications explore a variety of areas in Corporate Governance and Finance. His research work has been acknowledged in the form of fellowships, publications and conference presentations. Dr. Iftikhar’s present research interests include Corporate Governance Disclosure Analysis, Financial Performance of different sectors in India, Comparative analysis of Corporate Governance.",https://www.niet.co.in/faculty/mohd-iftikhar-baig,Dr. Mohd Iftikhar Baig,Assistant Professor,Master of Business Administration (MBA)
"Ms Bhawna Wadhwa, Head (Department of Cyber Security), Noida Institute of Engineering and Technology Greater Noida, has extensive experience of 17.5 years 10 months in teaching. She is Ph.D (P) (Computer Engineering) from J.C. Bose University of Science and Technology, YMCA, Faridabad.

She has completed M.Tech. (Computer Engineering) from Maharshi Dayanand University, (YMCA) in 2009 and B.E. (Computer Science and Engineering) from Maharshi Dayanand University in 2005. Her research profile includes more than 15 papers in reputed journals which include work on cloud computing, Information security, adhoc network, artificial intelligence and machine learning. She has presented 10 papers in National and International conferences and has published her research as various book chapters and she has guided 7 PG research scholars in the same area.",https://www.niet.co.in/faculty/bhawna-wadhwa,Mrs. Bhawna Wadhwa,Assistant Professor & Head Cyber Security,Cyber Security
"I have been working as an assistant professor in NIET, Greater Noida since 2019 obtained my M.Tech(IS&R) degree from Gautam Buddha University, U.P., and my B.Tech degree from Gautam Buddha University U.P..My research field areas include Pattern Recognition, Image processing, deep learning, Machine learning, and artificial intelligence. SUBJECT OF EXPERTISE: PROGRAMMING LANGUAGE, DATA STRUCTURES AND ALGORITHM, DAA, OPERATING SYSTEMS.",https://www.niet.co.in/faculty/mohit-kumar,Mr. Mohit Kumar,Assistant Professor,Computer Science & Engineering
"Highly motivated and dedicated professional with 5+ years of experience in Academics. Proven track record of delivering projects on time and exceeding expectations. Skilled in Analytical techniques, Nanobiotechnology, and Downstream processing. Possess excellent communication and teamwork skills, with a strong passion for learning new skills.",https://www.niet.co.in/faculty/shalakha-singh,Mrs. Shalakha Singh,Assistant Professor,Biotechnology
"I am Mini Jain, currently working as an Assistant Professor, IT Department at NIET, Greater Noida. I have completed my B.Tech (CSE) from AKTU Lucknow, and M.Tech (CSE) from AKTU, Lucknow. Currently pursuing PhD (CSE) from Amity University, Gautam Budha Nagar.

I have total experience of more than 2 years including 8 months of industry. I am Java certified. My area of expertise are Artificial intelligence and Machine Learning, Image processing, computer vision and Web technology. I have published 2 research papers.",https://www.niet.co.in/faculty/mini-jain,Ms. Mini Jain,Assistant Professor,Information Technology
"Dr. Mohd Sazid completed his doctorate from Delhi Technological University, Delhi . Currently, he is working as an assistant professor at NIET, Greater Noida (INDIA). He has more than 8 years of teaching & research experience. He qualified Graduate Aptitude Test in Engineering (GATE) 2013.His research interests include Radio frequency circuit desin, Antenna and Microwave Engineering. He has published more than 17 papers in SCI Lisrted journals.",https://www.niet.co.in/faculty/md-sazid,Dr. Mohd Sazid,Assistant Professor,Electronics & Communication Engineering
"Education

B.Ed.

M.A.

B.A.",https://www.niet.co.in/faculty/shalu-malik,Ms. Shalu Malik,Assistant Professor,Humanities & Applied Sciences
"Nandini Kalita is an Assistant Professor in the Department of Languages, Noida Institute of Engineering and Technology. She earned a Phd from the Department of Humanities and Social Sciences, IIT, Delhi in 2024. She is a graduate of English Literature from Sri Venkateswara College, Delhi University, with a postgraduate degree from Jamia Millia Islamia. Her research interests include, but are not limited to, the following areas: Literature from Northeast India, Continental Philosophy, Philosophy of Literature, Religion and Literature, Museum Studies, Film Studies, Theatre and Performance.",https://www.niet.co.in/faculty/nandini-kalita,Ms. Nandini Kalita,Assistant Professor,Humanities & Applied Sciences
"Mr. Manish Chaudhary is working as an Assistant Professor in Artificial Intelligence Department since last two years and a Research scholar.

He has extensive experience of 2+ years. Mr. Manish did his master's in software engineering from Aligarh Muslim University, Aligarh in 2021, a GATE scorer with 94.82 percentile, and pursuing Ph.D. in “Explainable AI in Healthcare” from JIIT Noida.",https://www.niet.co.in/faculty/manish-chaudhary,Mr. Manish Chaudhary,Assistant Professor,Artificial Intelligence
Ms. Preeti Singh has completed M. Phil in Management from Noida International University and an MBA in Human Resource Management from Punjab Technical University. Currently pursuing PhD from Noida International University. She has 9+ years of rich experience in the education sector.,https://www.niet.co.in/faculty/preeti-singh,Ms. Preeti Singh,Assistant Professor,Master of Business Administration (MBA)
"I Rajat Kumar currently working as an Assistant Professor in CSE Department at Noida Institute of Engineering and Technology, Greater Noida with a distinguished academic background holding M.Tech and B.Tech both in Computer Science & Engineering.

I have 5 years of experience in teaching. My research contributions encompass two papers in reputable journals. I also holds 2 patents. My area of expertise is FullStack Web Development.",https://www.niet.co.in/faculty/rajat-kumar,Mr. Rajat Kumar,Assistant Professor,Computer Science & Engineering
"I am Vikrant Malik currently working as an Assistant Professor, IT Department at NIET Greater Noida.

I have completed my B.Tech (IT) from AKTU, Lucknow (Uttar Pradesh), M.Tech (Software Engineering) from AKTU, Lucknow, Uttar Pradesh and pursuing Phd from Amity University, Uttar Pradesh .I have total experience of more than 14 years. my area of interest is data structures, DBMS, Software Engineering, Graph Theory.",https://www.niet.co.in/faculty/vikrant-malik,Mr. Vikrant Malik,Assistant Professor,Information Technology
"Dr. Ruchira Bajpai is an Academician, a Researcher in Plant biotechnology with three years of working experience in the field of Plant pathology.

Dr Bajpai did her Masters in Biotechnology from Bundelkhand University, Jhansi in 2009, she qualified CSIR NET with AIR 33. She completed her Ph.D. in Production of homozygous doubled haploid in neem and tea from Indian Institute of Technology Guwahati. Her research profile includes 8 research publications with 2 book chapters, 54 citations, an h-index of 5 & and a 1-10 index of 2. She has published two patents during her Phd waiting for the grant of these two patents presently.",https://www.niet.co.in/faculty/ruchira-bajpai,Dr. Ruchira Bajpai,Assistant Professor,Biotechnology
"Education

M.Tech",https://www.niet.co.in/faculty/gaurav-singh,Mr. Gaurav Singh,Assistant Professor,Mechanical Engineering
"Mr. Rizwan is an Assistant Professor of English at Noida Institute of Engineering and Technology. He pursued his Ph.D. at Aligarh Muslim University, where he recently submitted his thesis, showcasing his passion for advanced research and scholarly pursuits. He completed his Master's degree in English from Kashmir University in 2019, demonstrating a strong foundation in the field of English literature.

Committed to academic excellence, during his academic journey, Mr Rizwan has significantly contributed to the realm of education. His teaching portfolio includes 'Communication Skills' and 'English Poetry,' reflecting a versatile expertise that enriches the academic experience for his students. With a focus on fostering effective communication and an appreciation for literary arts, Rizwan brings a dynamic approach to the classroom. Beyond teaching, he has actively engaged in research and scholarly activities. During his Research at Aligarh Muslim University, he has been organizing member of various national and internal conferences, seminars, webinars and workshops. He has presented research papers at numerous international and national conferences and seminars.",https://www.niet.co.in/faculty/rizwan-bashir,Mr. Rizwan Bashir,Assistant Professor,Humanities & Applied Sciences
"I am shravan kumar yadav currently working as an Assistant Professor, IT Department at NIET Greater Noida. I have completed my B.Tech IT from V.B.S.P.U Jaunpur, M.Tech CSE from AKTU Lucknow uttar Pradesh and Phd pursuing from v.b.s.p.u. jaunpur .I have total experience of more than 8 years. my area of interest is data mining using python and machine learning.",https://www.niet.co.in/faculty/shravan-kumar-yadav,Mr. Shravan Kumar Yadav,Assistant Professor,Information Technology
